EventID,ActorName,TargetName,HostName,ActorID,TargetID,HostID,DyadID,Host_agency,Event_type,Year,Month,Day,Quarter,Eventsummary,Source,Host_agency,Twelve_rule,Announcementform,Crackdownform,Crackdown_dislodged,Crackdown_dislodged_justification,Crackdown_Leadershipdecapitation,Crackdown_Leadershipdecapitation_summary,Crackdown_intrusive,Crackdown_joint,Crackdown_intrusive_joint_summary,Dom_territoryname,Accession_eventclarity,Accession_dateclarity,Pledge_eventclarity,Pledge_dateclarity,Crackdown_eventclarity,Crackdown_dateclarity,Dom_eventclarity,Dom_dateclarity
426,SPLM/A,Sudan,Libya,466,625,620,663,1,Pledge,1985,5,18,,"(1) ""When Nimeiri fell in 1985, Qadhafi immediately abandoned military support for the SPLA and switched his full support to Nimeiri’s former Muslim opponents in the North [of Sudan, i.e. the government]"";  (2) ""Qaddafi perceived the opportunity to increase his influence in Khartoum by a sudden visit on 18 May [1985] to offer what the Sudanese most required -- (...) an end to assistance to the SPLA. (...) On 23 July diplomatic relations were restored amid a spirit of friendship and cooperation""; (3) ""Following Numeiri's ousting in [6 April] 1985, Libya's role in Sudan changed. Gaddafi recognised Swareddahab's government immediately and soon the two states restored full diplomatic relations.""; (4)  ""Sudan immediately expelled the Libyan opposition and closed down its military training camps. In return, Libyans stopped supporting the SPLM of Garang in southern Sudan.""; (5) ""[However, Libyan Defence Minister] Mohammed said Libya has ""no intention of forming any strategic alliance with Sudan or of interfering in Sudan's domestic and foreign policies.""",Huliaras 2001: 9; Collins 2005: 66; Makinda 1993: 131; Deeb 1991: 174; Dickey 1985,1,,2,,,,,,,,,,,,5,3,,,,
427,SPLM/A,Sudan,Libya,466,625,620,663,1,Crackdown_dislodged,1986,3,14,,"(1) ""Muamar Qaddafi has been maneuvering farther south to strengthen his militart and political influence in Sudan (...) The Sudanese government (...) earlier this month formally requested that Libya (...) help it fight rebels in the south of the country. (...) As part of that agreement, two Libyan bombers reportedly have been used in air attacks against the rebel-held towns of Rumbek and Yirol in southers Sudan [on 14 March 1986]. (...) Growing Libyan involvement during the past month in Sudanese military and political affairs comes after a yearlong campaign by Qaddafi to increase his influence [in Sudan]""; (2) ""A year later Libya was providing planes and military equipment to bomb the southern Sudanese rebels' strongholds.""; (3) ""Backed by arms supplies from (...) Libya, whose leader Qaddafi had changed sides, the al-Mahdi governments [of Sudan] expected to deal the final blow to the SPLA.""",Harden 1986: A17; Deeb 1991: 173;  van Baarsen 2000: 23,1,,,3,,"""[Gaddafi] switched his full support [to Sudan]"" (Huliaras 2001: 9), ""Back[ing them with] arms supplies"" )van Baarsen 2000: 23)",0,,0,0,,,,,,,4,2,,
428,SPLM/A,Sudan,Sudan,466,625,625,663,,Dom gain,1987,1,,,"(1) ""In January 1987, the SPLA introduced a limited shift to conventional operations that resulted in the capture of a string of Khartoum’s garrisons in Upper Nile, eastern Equatoria, and southern Blue Nile.""; (2) By 1987 (...) the SPLA changed tactics from ambushes and began seiging towns and garrisons for days and weeks at a time in order to gain control of those locations (Johnson 1998, 59). It was not until this time that the SPLA first gained control of northern locations""; (3) ""By 1989, the SPLA had managed to bring large parts of Southern Sudan under its control""; (4) ""By mid 1989, the SPLA had consolidated its control over a large swathe of Southern Sudan. The cumulative effect of these operations was that the government forces were in a dire shape with limited capacity to defend the few garrisons that were still under its control.""",D'Agoôt 2013: 64; Rose 2012: 30; The Economist 1998; D'Agoôt 2013: 64-65,,,,,,,0,,,,,"Upper Nile, eastern Equatoria, and southern Blue Nile",,,,,,,4,4
429,SPLM/A,Sudan,Uganda,466,625,500,663,,Accession,1993,NA,,4,"(1) ""When Museveni came to power [in 1986] the Sudanese regime was immediately persuaded that Uganda would become a rear base for the Sudanese rebel movement, although there were no signs that such a plan existed. (...) As for Ugandan support for the SPLA, it was nonexistent until 1993, and there were times when a simple appointment with the Kampala SPLA representative (who did not even have an office) could cause the poor man to be questioned and briefly detained by the Ugandan police for 'unauthorised political activities'. Museveni was extremely careful not to antagonize Khartoum, and if he finally resorted to helping the SPLA it was only because his policy of noninterference failed in the end to produce any results.”; (2) ""The SPLA did not need Uganda [in the 1980s] because at the time it could rely on solid support from communist Ethiopia.""; (3) ""[Only] after 1993 Uganda started to give the SPLA support""; (4) “Museveni [was] reluctan[t] to provide any form of help for Colonel Garang’s movement up to late 1993”; (5) “SPLA’s conduct of the guerrilla war against Khartoum (…) relied on camps in (...) Uganda to launch its operations and subsequently regroup.”; (6) ""Uganda (...) provided a haven and military support for the movement and Ugandan troops have even participated actively in SPLM/A offensive""; (7) ""During the 1990s, SPLA managed to enlist the support of the new regimes in Ethiopia and Eritrea, as well as of the government of Uganda.""; (8) Garang’s confidence [in 1994] (...) was derived from agreement by Uganda’s President Museveni and Isayas Afewerki, the leader in Eritrea, to supply greater support to the SPLA/M, in part compensating for the loss of Ethiopian backers.""; (9) ""As a quid pro quo [for Sudan's sanctuary to the LRA], Uganda also gives the SPLA logistical and military support with Kampala functioning as a conduit for SPLA arms deliveries.""; (10) ""Uganda's commitment to the SPLA reached a peak in the mid-1990s when, together with Ethiopia and Eritrea, it became part of the U.S. ""front line states"" strategy to put pressure on the government in Khartoum.""","Prunier 2009: 80; Prunier 2009: 387, fn. 20; Prunier 2009: 75; Prunier 2004: 382; Frahm 2015: 260; Sandu 2014: 74; Gleditsch et al. 2013: 236; Arnold and LeRiche 2013: 90; Adar 1998: 47; Shinn 2003",,,,,,,,,,,,,4,4,,,,,,
430,SPLM/A,Sudan,Uganda,466,625,500,663,1,Pledge,1999,12,8,,"(1) ""President al Bashir of Sudan and President Museveni of Uganda signed the Nairobi Agreement (NA) in December of 1999, restoring diplomatic relations between the two nations""; (2) ""The agreement established that neither party would support the other’s rebels""",Papa et al. 2010: 350; Schomerus 2007: 26,1,,2,,,,,,,,,,,,5,5,,,,
431,SPLM/A,Sudan,Uganda,466,625,500,663,,Toleration,2000,12,8,,,,,1,,,,,,,,,,,,,,,,,,
432,SPLM/A,Sudan,Uganda,466,625,500,663,1,Pledge,2002,3,5,,"(1) ""Early in 2002, Uganda’s president, Yoweri Museveni, visited Khartoum and agreed to reestablish full diplomatic relations""; (2) ""Sudan signed a protocol with Uganda in March 2002 that allowed Ugandan troops to be deployed in southern Sudan to carry out search-and-destroy operations against LRA bases""; (3) ""Uganda also agreed not to shelter or render military or logistic assistance to the Colonel John Garang-led rebel Sudan People's Liberation Army (SPLA)""; (4) ""On 5 March, Sudan and Uganda signed the first protocol which permitted limited operations""; (5) ""An agreement between the Sudanese and Ugandan governments in 2002 led to the loss of Ugandan support for the SPLM, which severely hurt the rebel group’s position relative to the government""; (6) ""Museveni [President of Uganda] said in November [2002] that Uganda had stopped providing military assistance to the SPLA although it could still transit Uganda. (...) The two countries also decided to deploy a joint monitoring team on their common border to deal with allegations that both sides were resuming support for rebel groups operating in the area.""; (7) ""Although the icy relations between Bashir and Museveni thawed somewhat in the period 2000-2002, Museveni’s continued support for the SPLM/A and the general distrust between the two leaders hindered real reconciliation.""",Shinn 2015: 284; Dunn 2004: 141; PANA Press 2002; Pambazuka News; Gleditsch et al. 2013: 235; Shinn 2003,1,,2,,,,,,,,,,,,5,5,,,,
433,SPLM/A,Sudan,Uganda,466,625,500,663,,Toleration,2002,11,,,"(1) ""Museveni said in November that Uganda had stopped providing military assistance to the SPLA although it could still transit Uganda”; (2) ""Although the icy relations between Bashir and Museveni thawed somewhat in the period 2000-2002, Museveni’s continued support for the SPLM/A and the general distrust between the two leaders hindered real reconciliation.""",Shinn 2003; Høigilt et al. 2010: 13,,,,,,,,,,,,,3,2,,,,,,
434,Taleban,Afghanistan,Afghanistan,303,700,700,735,,Dom gain,1994,10,12,,"(1) ""In a well-organized assault in [12 Oct] 1994, the Taliban took control of Spin Boldak, a run-down town that functioned as a border-crossing point for smugglers and that contained an enormous weapons and ammunition depot under the control of Hekmatyar’s Hizb-e Islami""",Crews and Tarzi 2008: 63,,,,,,,0,,,,,Spin Boldak,,,,,,,5,4
435,Taleban,Afghanistan,Afghanistan,303,700,700,735,,Dom loss,2001,12,,,"(1) ""Mullah Omar surrendered Kandahar on 5 December, but he himself escaped into the desert on a motorbike. By then most of the Taliban had left Kandahar for the safety of their villages or neighbouring Baluchistan province in Pakistan.""",Rashid 2010: 220,,,,,,,0,,,,,Kandahar,,,,,,,5,4
436,Taleban,Afghanistan,Afghanistan,303,700,700,735,,Dom gain,2006,11,,,"(1) ""[The Tabelan were] able to gain virtual control over much of Kandahar and Helmand provinces by late 2006.""",Williams 2008: 54,,,,,,,0,,,,,Kandahar and Helmand,,,,,,,4,3
437,Taleban,Afghanistan,Pakistan,303,700,770,735,,Accession,1995,NA,,2,"(1) ""By the spring of 1995 (…) money, weapons, pickup trucks, and supplies shipped across the Pakistan border. (…) Benazir Bhutto (...) was secretly authorizing the Taliban’s covert aid""; (2) ""By the summer of 1995, the Pashtun network in the army and the ISI determined to back the Taliban, especially as President Burhanuddin Rabbani sought support from Pakistan’s rivals – Russia, Iran and India.""","Coll 2004: 294, 297; Rashid 2010: 188",,,,,,,,,,,,,4,4,,,,,,
438,Taleban,Afghanistan,Pakistan,303,700,770,735,1,Accession,2001,9,19,,"(1) ""On September 19, Musharraf addressed the nation and explained the rationale for siding with the US (…) [and to target] the Taliban, and international terrorism. [He explained that,] From Pakistan they wanted intelligence-information exchange, use of airspace, and logistic support. (...) He admitted that the opinion was divided, but the vast majority supported him (...) He informed the domestic audience that his critical concerns were sovereignty, economy, strategic assets.""",Yamin 2015: 123,1,,1,,,,,,,,,,,,4,4,,,,
439,Taleban,Afghanistan,Pakistan,303,700,770,735,1,Crackdown,2002,3,27,,"(1) ""The suspected [al Qaeda] commander was one of 25 Arabs and 5 Taliban fighters captured when a team of American and Pakistani agents raided several houses in Pakistan on Thursday. The operation was carried out in Faisalabad and Lahore. (...) The operation seems to be the first time that American law enforcement and intelligence operatives have conducted a raid in a foreign country as part of the Bush administration's campaign against terrorism.""; (2) ""It is almost a daily occurrence now, after months of seeming inaction: Pakistani agents raid a house and arrest suspected members of the Taliban or Al Qaeda. At least 75 people have been detained in a half dozen raids that began on March 27""; (3) ""Special Operations forces – Army Delta Force and Navy Seal units – were allowed to accompany Pakistani forces on raids in the tribal areas in 2002 and early 2003""",Gordon 2002; Myadans 2002; Mazzetti and Rohde 2008,1,,,2,,"""The operation seems to be the first time that American law enforcement and intelligence operatives have conducted a raid in a foreign country as part of the Bush administration's campaign against terrorism.""",0,"Only al-Qaeda top captured, not Taleban.",1,1,"(1) ""A team of American and Pakistani agents raided several houses in Pakistan on Thursday. The operation was carried out in Faisalabad and Lahore.""",,,,,,4,4,,
440,Taleban,Afghanistan,Pakistan,303,700,770,735,,Toleration,2003,NA,,1,"(1) ""Under pressure from Pakistan, the Bush administration decided in [early] 2003 to end the American military presence on the ground""; (2) ""There is virtual unanimity that Pakistan’s Directorate for Inter-Services Intelligence (ISI) has continued to provide assistance to Afghan insurgent groups [since early 2003]""; (3) ""The Taliban have training camps, staging areas, recruiting centers (madrassas), and safe havens in Pakistan. The operations of a 70,000-strong Pakistani military force, deployed in the border region, mostly in the Waziristan tribal areas, have been effective against al Qaeda and nonPakistani militants, but they have not done much toward containing the Taliban”",Mazzetti and Rohde 2008; Jones 2007: 15; Jalali 2006: 9,,,,,,,,,,,,,4,3,,,,,,
441,Taleban,Afghanistan,Pakistan,303,700,770,735,1,Pledge,2004,1,10,,"(1) ""Prime Minister Zafarullah Khan Jamali of Pakistan arrived here on Monday pledging to bring a new spirit of cooperation to the countries' relations in everything from trade to terrorism. It was the highest-level visit from Pakistan since the fall of the Taliban government two years ago. Pakistan was a close ally of the Taliban government (...). But the two leaders' talk before journalists at the presidential palace here on Monday morning was of neighborliness and cooperation in the joint fight against terrorism.""",Gall 2004,1,,1,,,,,,,,,,,,3,4,,,,
442,Taleban,Afghanistan,Pakistan,303,700,770,735,1,Crackdown,2004,3,,,"(1) ""Hundreds of Islamic militants and Pakistani government paramilitary troops engaged in heavy fighting for more than six hours on Tuesday at a fort in the Pakistani tribal areas, just miles from the Afghan border, Pakistani officials said. (…) In the past several weeks, Pakistani and American forces have stepped up operations in the border region in a spring offensive intended to rout Taliban fighters from their hiding places""; (2) ""In March, Pakistani forces launched Operation Kalosha II (...). The operation involved a 13-day cordon-and-search effort across a 36-km 2 area west of Wana. (...) The operation was launched with 700 personnel, but by March 19, roughly 7,000 army and Frontier Corps troops were battling the militants at several locations""; (3) ""Washington pressured Pakistan to launch an offensive against the foreign fighters in FATA. Operation Al Mizan comprised several smaller operations, such as Operation Kalosha II, which took place in South Waziristan. Pakistan deployed between 70,000 and 80,000 forces in FATA. The army conducted a major 13-day cordon-andsearch operation across a 36-km area west of Wana"" ",Rohde 2004; Jones and Fair 2010: 47-49; Khan 2011: 132,1,,,3,,,0,"""The Pakistani military, with intelligence assistance from U.S. SOF and CIA operatives, partially eliminated a major propaganda base and militant stronghold, which included a facility for manufacturing improvised explosive devices."" (Jones and Fair 2010: 50)",0,0,,,,,,,4,4,,
